eco	name	pgn	uci	epd	text
B74	Sicilian Defense: Dragon Variation, Classical Variation, Stockholm Attack	1. e4 c5 2. Nc3 d6 3. f4 Nc6 4. Nf3 g6 5. d4 cxd4 6. Nxd4 Bg7 7. Be3 Nf6 8. Be2 O-O 9. Nb3 Be6 10. O-O Na5 11. f5 Bc4 12. Nxa5 Bxe2 13. Qxe2 Qxa5 14. g4	e2e4 c7c5 b1c3 d7d6 f2f4 b8c6 g1f3 g7g6 d2d4 c5d4 f3d4 f8g7 c1e3 g8f6 f1e2 e8g8 d4b3 c8e6 e1g1 c6a5 f4f5 e6c4 b3a5 c4e2 d1e2 d8a5 g2g4	r4rk1/pp2ppbp/3p1np1/q4P2/4P1P1/2N1B3/PPP1Q2P/R4RK1 b - -	The Sicilian Defense: Dragon Variation is an aggressive opening known for its asymmetrical pawn structure and dynamic piece activity. In this line, Black fianchettos the bishop on g7, aiming for strong control over the central and dark squares. White seeks active piece play and may look for opportunities to counterbalance Black's setup, often focusing on kingside attacks and open file exploitations. The key to understanding this position lies in recognizing the various strategic considerations and tactical possibilities that arise from Black's structure and White's potential responses.
B74	Sicilian Defense: Dragon Variation, Classical Variation, Tartakower Line	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be2 Bg7 7. O-O O-O 8. Be3 Nc6 9. Nb3 Be6 10. f4 Qc8	e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 g7g6 f1e2 f8g7 e1g1 e8g8 c1e3 b8c6 d4b3 c8e6 f2f4 d8c8	r1q2rk1/pp2ppbp/2npbnp1/8/4PP2/1NN1B3/PPP1B1PP/R2Q1RK1 w - -	The Sicilian Defense: Dragon Variation is an aggressive opening known for its asymmetrical pawn structure and dynamic piece activity. In this line, Black fianchettos the bishop on g7, aiming for strong control over the central and dark squares. White seeks active piece play and may look for opportunities to counterbalance Black's setup, often focusing on kingside attacks and open file exploitations. The key to understanding this position lies in recognizing the various strategic considerations and tactical possibilities that arise from Black's structure and White's potential responses.
B75	Sicilian Defense: Dragon Variation, Yugoslav Attack, Belezky Line	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. f3 Nc6	e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 g7g6 c1e3 f8g7 f2f3 b8c6	r1bqk2r/pp2ppbp/2np1np1/8/3NP3/2N1BP2/PPP3PP/R2QKB1R w KQkq -	The Sicilian Defense: Dragon Variation is an aggressive opening known for its asymmetrical pawn structure and dynamic piece activity. In this line, Black fianchettos the bishop on g7, aiming for strong control over the central and dark squares. White seeks active piece play and may look for opportunities to counterbalance Black's setup, often focusing on kingside attacks and open file exploitations. The key to understanding this position lies in recognizing the various strategic considerations and tactical possibilities that arise from Black's structure and White's potential responses.
B75	Sicilian Defense: Dragon Variation, Yugoslav Attack, Early Deviations	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. f3	e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 g7g6 c1e3 f8g7 f2f3	rnbqk2r/pp2ppbp/3p1np1/8/3NP3/2N1BP2/PPP3PP/R2QKB1R b KQkq -	The Sicilian Defense: Dragon Variation is an aggressive opening known for its asymmetrical pawn structure and dynamic piece activity. In this line, Black fianchettos the bishop on g7, aiming for strong control over the central and dark squares. White seeks active piece play and may look for opportunities to counterbalance Black's setup, often focusing on kingside attacks and open file exploitations. The key to understanding this position lies in recognizing the various strategic considerations and tactical possibilities that arise from Black's structure and White's potential responses.
B75	Sicilian Defense: Dragon Variation, Yugoslav Attack, Hungarian Dragon	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Nc6 7. f3 h5	e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 g7g6 c1e3 b8c6 f2f3 h7h5	r1bqkb1r/pp2pp2/2np1np1/7p/3NP3/2N1BP2/PPP3PP/R2QKB1R w KQkq -	The Sicilian Defense: Dragon Variation is an aggressive opening known for its asymmetrical pawn structure and dynamic piece activity. In this line, Black fianchettos the bishop on g7, aiming for strong control over the central and dark squares. White seeks active piece play and may look for opportunities to counterbalance Black's setup, often focusing on kingside attacks and open file exploitations. The key to understanding this position lies in recognizing the various strategic considerations and tactical possibilities that arise from Black's structure and White's potential responses.
B76	Sicilian Defense: Dragon Variation, Yugoslav Attack	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. f3 O-O	e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 g7g6 c1e3 f8g7 f2f3 e8g8	rnbq1rk1/pp2ppbp/3p1np1/8/3NP3/2N1BP2/PPP3PP/R2QKB1R w KQ -	The Sicilian Defense: Dragon Variation is an aggressive opening known for its asymmetrical pawn structure and dynamic piece activity. In this line, Black fianchettos the bishop on g7, aiming for strong control over the central and dark squares. White seeks active piece play and may look for opportunities to counterbalance Black's setup, often focusing on kingside attacks and open file exploitations. The key to understanding this position lies in recognizing the various strategic considerations and tactical possibilities that arise from Black's structure and White's potential responses.
B76	Sicilian Defense: Dragon Variation, Yugoslav Attack	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. f3 O-O 8. Qd2 Nc6	e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 g7g6 c1e3 f8g7 f2f3 e8g8 d1d2 b8c6	r1bq1rk1/pp2ppbp/2np1np1/8/3NP3/2N1BP2/PPPQ2PP/R3KB1R w KQ -	The Sicilian Defense: Dragon Variation is an aggressive opening known for its asymmetrical pawn structure and dynamic piece activity. In this line, Black fianchettos the bishop on g7, aiming for strong control over the central and dark squares. White seeks active piece play and may look for opportunities to counterbalance Black's setup, often focusing on kingside attacks and open file exploitations. The key to understanding this position lies in recognizing the various strategic considerations and tactical possibilities that arise from Black's structure and White's potential responses.
B76	Sicilian Defense: Dragon Variation, Yugoslav Attack, Modern Line	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. f3 Nc6 8. Qd2 O-O 9. O-O-O	e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 g7g6 c1e3 f8g7 f2f3 b8c6 d1d2 e8g8 e1c1	r1bq1rk1/pp2ppbp/2np1np1/8/3NP3/2N1BP2/PPPQ2PP/2KR1B1R b - -	The Sicilian Defense: Dragon Variation is an aggressive opening known for its asymmetrical pawn structure and dynamic piece activity. In this line, Black fianchettos the bishop on g7, aiming for strong control over the central and dark squares. White seeks active piece play and may look for opportunities to counterbalance Black's setup, often focusing on kingside attacks and open file exploitations. The key to understanding this position lies in recognizing the various strategic considerations and tactical possibilities that arise from Black's structure and White's potential responses.
B76	Sicilian Defense: Dragon Variation, Yugoslav Attack, Panov Variation	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. f3 O-O 8. Qd2 Nc6 9. g4	e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 g7g6 c1e3 f8g7 f2f3 e8g8 d1d2 b8c6 g2g4	r1bq1rk1/pp2ppbp/2np1np1/8/3NP1P1/2N1BP2/PPPQ3P/R3KB1R b KQ -	The Sicilian Defense: Dragon Variation is an aggressive opening known for its asymmetrical pawn structure and dynamic piece activity. In this line, Black fianchettos the bishop on g7, aiming for strong control over the central and dark squares. White seeks active piece play and may look for opportunities to counterbalance Black's setup, often focusing on kingside attacks and open file exploitations. The key to understanding this position lies in recognizing the various strategic considerations and tactical possibilities that arise from Black's structure and White's potential responses.
B77	Sicilian Defense: Dragon Variation, Yugoslav Attack, Byrne Variation	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. f3 O-O 8. Qd2 Nc6 9. Bc4 a5	e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 g7g6 c1e3 f8g7 f2f3 e8g8 d1d2 b8c6 f1c4 a7a5	r1bq1rk1/1p2ppbp/2np1np1/p7/2BNP3/2N1BP2/PPPQ2PP/R3K2R w KQ -	The Sicilian Defense: Dragon Variation is an aggressive opening known for its asymmetrical pawn structure and dynamic piece activity. In this line, Black fianchettos the bishop on g7, aiming for strong control over the central and dark squares. White seeks active piece play and may look for opportunities to counterbalance Black's setup, often focusing on kingside attacks and open file exploitations. The key to understanding this position lies in recognizing the various strategic considerations and tactical possibilities that arise from Black's structure and White's potential responses.
B77	Sicilian Defense: Dragon Variation, Yugoslav Attack, Czerniak Variation	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. f3 Nc6 8. Qd2 O-O 9. Bc4 Nxd4 10. Bxd4 Be6	e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 g7g6 c1e3 f8g7 f2f3 b8c6 d1d2 e8g8 f1c4 c6d4 e3d4 c8e6	r2q1rk1/pp2ppbp/3pbnp1/8/2BBP3/2N2P2/PPPQ2PP/R3K2R w KQ -	The Sicilian Defense: Dragon Variation is an aggressive opening known for its asymmetrical pawn structure and dynamic piece activity. In this line, Black fianchettos the bishop on g7, aiming for strong control over the central and dark squares. White seeks active piece play and may look for opportunities to counterbalance Black's setup, often focusing on kingside attacks and open file exploitations. The key to understanding this position lies in recognizing the various strategic considerations and tactical possibilities that arise from Black's structure and White's potential responses.
B77	Sicilian Defense: Dragon Variation, Yugoslav Attack, Czerniak Variation	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. f3 Nc6 8. Qd2 O-O 9. Bc4 Nxd4 10. Bxd4 Be6 11. Bb3 Qa5	e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 g7g6 c1e3 f8g7 f2f3 b8c6 d1d2 e8g8 f1c4 c6d4 e3d4 c8e6 c4b3 d8a5	r4rk1/pp2ppbp/3pbnp1/q7/3BP3/1BN2P2/PPPQ2PP/R3K2R w KQ -	The Sicilian Defense: Dragon Variation is an aggressive opening known for its asymmetrical pawn structure and dynamic piece activity. In this line, Black fianchettos the bishop on g7, aiming for strong control over the central and dark squares. White seeks active piece play and may look for opportunities to counterbalance Black's setup, often focusing on kingside attacks and open file exploitations. The key to understanding this position lies in recognizing the various strategic considerations and tactical possibilities that arise from Black's structure and White's potential responses.
B77	Sicilian Defense: Dragon Variation, Yugoslav Attack, Main Line	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. f3 O-O 8. Qd2 Nc6 9. Bc4	e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 g7g6 c1e3 f8g7 f2f3 e8g8 d1d2 b8c6 f1c4	r1bq1rk1/pp2ppbp/2np1np1/8/2BNP3/2N1BP2/PPPQ2PP/R3K2R b KQ -	The Sicilian Defense: Dragon Variation is an aggressive opening known for its asymmetrical pawn structure and dynamic piece activity. In this line, Black fianchettos the bishop on g7, aiming for strong control over the central and dark squares. White seeks active piece play and may look for opportunities to counterbalance Black's setup, often focusing on kingside attacks and open file exploitations. The key to understanding this position lies in recognizing the various strategic considerations and tactical possibilities that arise from Black's structure and White's potential responses.
B77	Sicilian Defense: Dragon Variation, Yugoslav Attack, Main Line	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. f3 O-O 8. Qd2 Nc6 9. Bc4 Bd7	e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 g7g6 c1e3 f8g7 f2f3 e8g8 d1d2 b8c6 f1c4 c8d7	r2q1rk1/pp1bppbp/2np1np1/8/2BNP3/2N1BP2/PPPQ2PP/R3K2R w KQ -	The Sicilian Defense: Dragon Variation is an aggressive opening known for its asymmetrical pawn structure and dynamic piece activity. In this line, Black fianchettos the bishop on g7, aiming for strong control over the central and dark squares. White seeks active piece play and may look for opportunities to counterbalance Black's setup, often focusing on kingside attacks and open file exploitations. The key to understanding this position lies in recognizing the various strategic considerations and tactical possibilities that arise from Black's structure and White's potential responses.
B77	Sicilian Defense: Dragon Variation, Yugoslav Attack, Main Line	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. f3 O-O 8. Qd2 Nc6 9. Bc4 Bd7 10. Bb3	e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 g7g6 c1e3 f8g7 f2f3 e8g8 d1d2 b8c6 f1c4 c8d7 c4b3	r2q1rk1/pp1bppbp/2np1np1/8/3NP3/1BN1BP2/PPPQ2PP/R3K2R b KQ -	The Sicilian Defense: Dragon Variation is an aggressive opening known for its asymmetrical pawn structure and dynamic piece activity. In this line, Black fianchettos the bishop on g7, aiming for strong control over the central and dark squares. White seeks active piece play and may look for opportunities to counterbalance Black's setup, often focusing on kingside attacks and open file exploitations. The key to understanding this position lies in recognizing the various strategic considerations and tactical possibilities that arise from Black's structure and White's potential responses.
B77	Sicilian Defense: Dragon Variation, Yugoslav Attack, Sosonko Variation	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. f3 Nc6 8. Qd2 O-O 9. Bc4 Nd7	e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 g7g6 c1e3 f8g7 f2f3 b8c6 d1d2 e8g8 f1c4 f6d7	r1bq1rk1/pp1nppbp/2np2p1/8/2BNP3/2N1BP2/PPPQ2PP/R3K2R w KQ -	The Sicilian Defense: Dragon Variation is an aggressive opening known for its asymmetrical pawn structure and dynamic piece activity. In this line, Black fianchettos the bishop on g7, aiming for strong control over the central and dark squares. White seeks active piece play and may look for opportunities to counterbalance Black's setup, often focusing on kingside attacks and open file exploitations. The key to understanding this position lies in recognizing the various strategic considerations and tactical possibilities that arise from Black's structure and White's potential responses.
B78	Sicilian Defense: Dragon Variation, Yugoslav Attack	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. f3 O-O 8. Qd2 Nc6 9. Bc4 Bd7 10. O-O-O	e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 g7g6 c1e3 f8g7 f2f3 e8g8 d1d2 b8c6 f1c4 c8d7 e1c1	r2q1rk1/pp1bppbp/2np1np1/8/2BNP3/2N1BP2/PPPQ2PP/2KR3R b - -	The Sicilian Defense: Dragon Variation is an aggressive opening known for its asymmetrical pawn structure and dynamic piece activity. In this line, Black fianchettos the bishop on g7, aiming for strong control over the central and dark squares. White seeks active piece play and may look for opportunities to counterbalance Black's setup, often focusing on kingside attacks and open file exploitations. The key to understanding this position lies in recognizing the various strategic considerations and tactical possibilities that arise from Black's structure and White's potential responses.
B78	Sicilian Defense: Dragon Variation, Yugoslav Attack, Chinese Dragon	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. f3 O-O 8. Qd2 Nc6 9. Bc4 Bd7 10. O-O-O Rb8	e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 g7g6 c1e3 f8g7 f2f3 e8g8 d1d2 b8c6 f1c4 c8d7 e1c1 a8b8	1r1q1rk1/pp1bppbp/2np1np1/8/2BNP3/2N1BP2/PPPQ2PP/2KR3R w - -	The Sicilian Defense: Dragon Variation is an aggressive opening known for its asymmetrical pawn structure and dynamic piece activity. In this line, Black fianchettos the bishop on g7, aiming for strong control over the central and dark squares. White seeks active piece play and may look for opportunities to counterbalance Black's setup, often focusing on kingside attacks and open file exploitations. The key to understanding this position lies in recognizing the various strategic considerations and tactical possibilities that arise from Black's structure and White's potential responses.
B78	Sicilian Defense: Dragon Variation, Yugoslav Attack, Old Line	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. f3 O-O 8. Qd2 Nc6 9. Bc4 Bd7 10. O-O-O Rc8	e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 g7g6 c1e3 f8g7 f2f3 e8g8 d1d2 b8c6 f1c4 c8d7 e1c1 a8c8	2rq1rk1/pp1bppbp/2np1np1/8/2BNP3/2N1BP2/PPPQ2PP/2KR3R w - -	The Sicilian Defense: Dragon Variation is an aggressive opening known for its asymmetrical pawn structure and dynamic piece activity. In this line, Black fianchettos the bishop on g7, aiming for strong control over the central and dark squares. White seeks active piece play and may look for opportunities to counterbalance Black's setup, often focusing on kingside attacks and open file exploitations. The key to understanding this position lies in recognizing the various strategic considerations and tactical possibilities that arise from Black's structure and White's potential responses.
B78	Sicilian Defense: Dragon Variation, Yugoslav Attack, Topalov Variation	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. f3 O-O 8. Qd2 Nc6 9. Bc4 Bd7 10. O-O-O Rc8 11. Bb3 Nxd4 12. Bxd4	e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 g7g6 c1e3 f8g7 f2f3 e8g8 d1d2 b8c6 f1c4 c8d7 e1c1 a8c8 c4b3 c6d4 e3d4	2rq1rk1/pp1bppbp/3p1np1/8/3BP3/1BN2P2/PPPQ2PP/2KR3R b - -	The Sicilian Defense: Dragon Variation is an aggressive opening known for its asymmetrical pawn structure and dynamic piece activity. In this line, Black fianchettos the bishop on g7, aiming for strong control over the central and dark squares. White seeks active piece play and may look for opportunities to counterbalance Black's setup, often focusing on kingside attacks and open file exploitations. The key to understanding this position lies in recognizing the various strategic considerations and tactical possibilities that arise from Black's structure and White's potential responses.
